hw-ow-hw 43.276 104.520   # AMBER 1 TIP3P_water
ca-cq-ca 68.877 118.380   # CORR_SOURCE5 959 0.6763
ca-cq-cq 66.121 121.110   # CORR_SOURCE5 1631 1.6425
ca-cq-nb 87.071 121.620   # SOURCE4_SOURCE5 111 0.7244
cp-cq-cq 64.278 124.290   # CORR_SOURCE5 8 1.4947
cq-cq-cq 74.761 90.000   # SOURCE3 4
cq-cq-nb 86.053 116.610   # SOURCE4_SOURCE5 147 1.1420
s4-c-s4 63.122 108.810   # SOURCE3 1
s6-c-s6 61.200 115.750   # SOURCE3 1
sh-c-sh 63.799 115.330   # SOURCE3 1
s-c-s 65.463 126.500   # SOURCE3_SOURCE5 14 1.3489
s-c-sh 63.925 122.650   # SOURCE4_SOURCE5 37 1.5614
s-c-ss 63.724 123.190   # SOURCE3_SOURCE5 85 1.7112
ss-c-ss 64.515 112.420   # SOURCE3_SOURCE5 17 0.4533
sx-c-sx 62.622 108.800   # SOURCE3 1
sy-c-sy 61.356 115.780   # SOURCE3 1
c2-cu-cx 61.131 148.500   # SOURCE4_SOURCE5 23 1.5654
c-cu-cu 98.040 62.600   # SOURCE2 1
cu-cu-cx 105.362 50.800   # SOURCE2 1
cu-cu-ha 46.590 147.730   # SOURCE2 3 2.0950
cv-cv-cy 75.476 94.410   # SOURCE3_SOURCE5 6 0.2122
cv-cv-ha 47.789 133.700   # SOURCE3 2
cx-cv-cx 87.395 63.900   # SOURCE2 1
cy-cv-ha 43.281 132.140   # SOURCE3 2
c1-cx-cx 65.298 119.570   # SOURCE4_SOURCE5 51 1.0503
c2-cx-cx 64.271 120.300   # SOURCE4_SOURCE5 207 2.3490
c2-cx-h1 47.059 115.860   # SOURCE4_SOURCE5 34 0.6256
c2-cx-hc 47.215 115.150   # SOURCE4_SOURCE5 45 0.9609
c2-cx-os 83.614 116.550   # SOURCE4_SOURCE5 48 1.1122
c3-cx-c3 64.915 114.240   # SOURCE4_SOURCE5 207 2.2113
c3-cx-cx 63.608 120.100   # SOURCE4_SOURCE5 1739 2.3197
c3-cx-h1 46.234 115.320   # SOURCE4_SOURCE5 326 1.1035
c3-cx-hc 46.430 114.390   # SOURCE4_SOURCE5 291 1.4379
c3-cx-n3 81.063 118.500   # SOURCE4 17 2.4897
c3-cx-os 82.886 115.680   # SOURCE4_SOURCE5 616 1.2862
ca-cx-cx 63.720 121.950   # SOURCE4_SOURCE5 197 1.8192
ca-cx-h1 47.143 114.700   # SOURCE4_SOURCE5 19 0.6393
ca-cx-hc 47.377 113.620   # SOURCE4_SOURCE5 57 0.9227
ca-cx-oh 86.728 112.930   # SOURCE3 1
ca-cx-os 82.823 118.310   # SOURCE4_SOURCE5 18 0.7292
c-cx-c3 64.445 117.470   # SOURCE4_SOURCE5 71 1.9181
cc-cx-cx 64.711 119.620   # CORR_SOURCE5 73 1.1478
cc-cx-hc 47.813 113.930   # SOURCE4_SOURCE5 44 0.6781
c-cx-cx 64.620 117.970   # SOURCE4_SOURCE5 554 2.1023
cd-cx-cx 64.711 119.620   # CORR_SOURCE5 73 1.1478
c-cx-h1 46.552 116.550   # SOURCE4_SOURCE5 86 1.1535
c-cx-hc 46.546 116.630   # SOURCE4_SOURCE5 122 1.5743
cl-cx-cl 82.588 110.550   # SOURCE2_SOURCE5 14 0.4864
cl-cx-cx 70.087 119.850   # SOURCE4_SOURCE5 84 0.7070
cl-cx-h1 48.861 111.430   # SOURCE3 1
cl-cx-hc 47.924 115.800   # SOURCE2 1
c-cx-os 83.552 115.590   # SOURCE4 36 0.8227
cu-cx-cu 95.990 54.600   # SOURCE2 1
cu-cx-cx 92.184 58.450   # SOURCE4_SOURCE5 35 0.3844
cu-cx-hc 46.510 118.570   # SOURCE4_SOURCE5 36 0.6733
cx-cx-cx 90.424 60.000   # SOURCE4_SOURCE5 2370 0.7579
cx-cx-cy 69.603 100.530   # SOURCE3 4
cx-cx-f 85.391 118.550   # SOURCE4_SOURCE5 24 1.1971
cx-cx-h1 45.959 118.700   # SOURCE3_SOURCE5 1351 1.3656
cx-cx-hc 46.163 117.700   # SOURCE3_SOURCE5 3574 0.9510
cx-cx-hx 45.802 119.610   # SOURCE4_SOURCE5 29 0.1468
cx-cx-n3 114.892 59.590   # SOURCE4_SOURCE5 400 0.3281
cx-cx-na 79.232 126.020   # SOURCE4_SOURCE5 69 1.6659
cx-cx-nh 115.868 59.170   # SOURCE4_SOURCE5 276 0.6810
cx-cx-os 116.592 59.090   # SOURCE4_SOURCE5 1094 0.5727
cy-cx-hc 44.429 125.430   # SOURCE3 2
f-cx-f 120.884 106.900   # SOURCE2 2 1.4000
f-cx-h1 65.454 111.680   # SOURCE3 1
f-cx-hc 65.300 112.300   # SOURCE2 1
h1-cx-h1 37.880 115.460   # SOURCE4_SOURCE5 585 0.3332
h1-cx-n3 59.281 116.470   # SOURCE4_SOURCE5 463 1.4379
h1-cx-n 60.648 115.050   # SOURCE4_SOURCE5 36 1.2404
h1-cx-na 61.785 108.360   # SOURCE4_SOURCE5 35 1.1443
h1-cx-nh 59.869 116.290   # SOURCE4_SOURCE5 349 1.0287
h1-cx-os 60.853 114.930   # SOURCE3_SOURCE5 531 0.5509
h2-cx-h2 37.352 119.430   # SOURCE3 1
h2-cx-n2 58.708 117.180   # SOURCE3 4
hc-cx-hc 38.120 114.430   # SOURCE3_SOURCE5 595 0.4830
hc-cx-os 61.092 114.100   # SOURCE2 1
hx-cx-n4 58.913 114.470   # SOURCE4_SOURCE5 28 0.1963
n2-cx-n2 157.396 50.160   # SOURCE3 1
n-cx-oh 107.552 119.750   # SOURCE3 2
n-cx-os 141.311 65.980   # SOURCE3 1
oh-cx-oh 116.883 107.850   # SOURCE3 1
oh-cx-os 108.501 118.120   # SOURCE3 4 1.3581
os-cx-os 106.734 116.050   # SOURCE4_SOURCE5 15 2.1532
c2-cy-cy 68.568 100.400   # SOURCE2 1
c3-cy-c3 65.146 111.440   # SOURCE4_SOURCE5 53 1.0307
c3-cy-cy 62.618 118.700   # SOURCE4 293 1.8510
c3-cy-h1 46.561 111.780   # SOURCE4_SOURCE5 309 0.4521
c3-cy-hc 46.907 110.140   # SOURCE3_SOURCE5 291 0.5598
c3-cy-n3 82.158 113.650   # SOURCE3_SOURCE5 15 2.3547
c3-cy-n 86.069 104.130   # SOURCE4_SOURCE5 306 0.5952
c3-cy-os 83.640 112.310   # SOURCE4_SOURCE5 40 1.1099
c-cy-c3 63.261 116.710   # SOURCE4_SOURCE5 332 0.5683
cc-cy-cy 62.477 121.220   # CORR_SOURCE5 27 0.4901
c-cy-cy 73.514 85.090   # SOURCE4_SOURCE5 672 0.9017
cd-cy-cy 62.477 121.220   # CORR_SOURCE5 27 0.4901
ce-cy-h2 45.874 117.400   # SOURCE4_SOURCE5 38 0.5598
ce-cy-n 94.195 87.940   # SOURCE4_SOURCE5 38 0.1933
ce-cy-ss 60.454 120.540   # SOURCE4_SOURCE5 34 1.4182
c-cy-h1 45.784 113.030   # SOURCE4_SOURCE5 167 0.8137
c-cy-hc 46.135 111.320   # SOURCE3_SOURCE5 246 1.1605
cl-cy-cy 69.535 117.010   # SOURCE3_SOURCE5 41 1.1740
cl-cy-h1 49.261 106.590   # SOURCE3 1
cl-cy-hc 47.632 114.000   # SOURCE2 1
c-cy-n 80.522 117.340   # SOURCE4_SOURCE5 164 1.1278
c-cy-os 82.061 115.000   # SOURCE4_SOURCE5 17 1.7766
cv-cy-cy 73.645 86.710   # SOURCE4_SOURCE5 30 1.1538
cv-cy-hc 46.478 114.420   # SOURCE4_SOURCE5 25 1.1899
cx-cy-cy 68.163 101.230   # SOURCE3 4
cx-cy-hc 45.715 118.300   # SOURCE2 3 5.7799
cy-cy-cy 72.002 88.400   # SOURCE3_SOURCE5 746 1.4921
cy-cy-f 85.702 112.870   # SOURCE4 13 1.6772
cy-cy-h1 45.598 113.240   # SOURCE3_SOURCE5 501 1.2112
cy-cy-h2 44.908 116.780   # SOURCE4_SOURCE5 206 0.8496
cy-cy-hc 45.290 114.790   # SOURCE3_SOURCE5 1632 2.3030
cy-cy-n3 92.778 87.580   # SOURCE3 4 0.6135
cy-cy-n 91.445 90.630   # SOURCE3_SOURCE5 429 2.2980
cy-cy-na 80.160 119.560   # SOURCE4_SOURCE5 26 0.4777
cy-cy-oh 82.786 114.190   # SOURCE3 4
cy-cy-os 83.069 111.770   # SOURCE4 18 2.1334
cy-cy-s6 60.829 117.220   # SOURCE4_SOURCE5 19 1.2938
cy-cy-ss 60.567 118.400   # SOURCE4_SOURCE5 183 1.7650
h1-cy-h1 38.688 109.460   # SOURCE3_SOURCE5 73 0.6101
h1-cy-n3 59.591 113.930   # SOURCE3_SOURCE5 104 0.9602
h1-cy-n 60.615 111.280   # SOURCE4_SOURCE5 377 0.6736
h1-cy-oh 62.604 111.490   # SOURCE3 2
h1-cy-os 62.029 110.130   # SOURCE3_SOURCE5 45 0.8913
h1-cy-s6 41.611 111.620   # SOURCE4_SOURCE5 16 1.2135
h2-cy-n 59.772 114.500   # SOURCE4_SOURCE5 213 0.6904
h2-cy-os 62.315 109.190   # SOURCE4_SOURCE5 19 0.6835
h2-cy-s6 41.906 110.010   # SOURCE4_SOURCE5 29 1.6175
h2-cy-ss 41.997 109.770   # SOURCE4_SOURCE5 214 0.7540
hc-cy-hc 38.780 108.980   # SOURCE3_SOURCE5 313 0.5379
n-cy-os 109.575 107.420   # SOURCE4_SOURCE5 24 2.2897
n-cy-s6 82.361 103.180   # SOURCE4_SOURCE5 18 0.8204
n-cy-ss 81.655 105.130   # SOURCE4_SOURCE5 165 0.4214
nh-cz-nh 112.563 120.140   # SOURCE4_SOURCE5 67 0.3910
br-n1-c1 52.125 180.000   # HF/6-31G* 1
c1-n1-c1 65.921 179.920   # HF/6-31G* 1
c1-n1-c2 61.737 177.730   # HF/6-31G* 1
c1-n1-c3 57.795 177.720   # HF/6-31G*_SOURCE5 6 0.4473
c1-n1-ca 60.455 179.990   # HF/6-31G* 1
c1-n1-cl 62.197 179.950   # HF/6-31G* 1
c1-n1-f 73.857 179.960   # HF/6-31G* 1
c1-n1-hn 45.538 179.980   # HF/6-31G* 1
c1-n1-i 49.085 179.950   # HF/6-31G* 1
c1-n1-n1 83.205 180.000   # HF/6-31G* 1
c1-n1-n2 81.640 171.560   # HF/6-31G* 1
c1-n1-n3 76.060 175.590   # HF/6-31G* 1
c1-n1-n4 74.800 179.690   # HF/6-31G* 1
c1-n1-na 75.122 180.000   # HF/6-31G* 1
c1-n1-nh 76.286 176.350   # HF/6-31G* 1
c1-n1-o 77.945 179.950   # HF/6-31G* 1
c1-n1-oh 78.300 174.310   # HF/6-31G* 1
c1-n1-os 77.399 176.610   # HF/6-31G* 1
c1-n1-p2 70.987 172.830   # HF/6-31G* 1
c1-n1-p3 71.573 173.510   # HF/6-31G* 1
c1-n1-p4 70.741 173.640   # HF/6-31G* 1
c1-n1-p5 74.438 177.280   # HF/6-31G* 1
c1-n1-s2 61.878 178.110   # HF/6-31G* 1
c1-n1-s4 56.730 169.600   # HF/6-31G* 1
c1-n1-s 54.789 179.990   # HF/6-31G* 1
c1-n1-s6 63.372 175.920   # HF/6-31G* 1
c1-n1-sh 57.243 174.250   # HF/6-31G* 1
c1-n1-ss 56.948 176.060   # HF/6-31G* 1
c2-n1-n1 77.250 180.000   # HF/6-31G* 1
c2-n1-o 91.430 116.940   # SOURCE3 2 0.0060
c2-n1-s 66.557 118.000   # SOURCE3 2 0.0121
c3-n1-n1 72.180 180.000   # HF/6-31G* 1
ca-n1-n1 76.091 180.000   # HF/6-31G* 1
ce-n1-o 89.183 122.400   # CORR 2
ce-n1-s 66.690 117.340   # CORR 2
cf-n1-o 89.183 122.400   # CORR 2
cf-n1-s 66.690 117.340   # CORR 2
cl-n1-n1 77.983 179.940   # HF/6-31G* 1
f-n1-n1 92.867 179.930   # HF/6-31G* 1
hn-n1-n1 57.688 179.910   # HF/6-31G* 1
i-n1-n1 61.297 179.940   # HF/6-31G* 1
n1-n1-n1 105.090 179.970   # HF/6-31G* 1
n1-n1-n2 102.546 172.850   # HF/6-31G*_SOURCE5 38 0.7957
n1-n1-n3 95.850 175.090   # HF/6-31G* 1
n1-n1-n4 94.056 179.910   # HF/6-31G* 1
n1-n1-na 94.541 179.970   # HF/6-31G* 1
n1-n1-nh 96.108 176.000   # HF/6-31G* 1
n1-n1-o 98.200 179.940   # HF/6-31G* 1
n1-n1-oh 98.761 173.770   # HF/6-31G* 1
n1-n1-os 97.594 176.120   # HF/6-31G* 1
n1-n1-p2 88.474 174.710   # HF/6-31G* 1
n1-n1-p3 89.510 174.270   # HF/6-31G* 1
n1-n1-s 68.668 180.000   # SOURCE3 1
n1-n1-sh 71.618 175.070   # HF/6-31G* 1
n1-n1-ss 71.507 175.610   # HF/6-31G* 1
o-n1-p2 107.306 116.050   # SOURCE3 1
p2-n1-s 83.718 119.930   # SOURCE3 1
br-n2-br 64.457 106.600   # SOURCE3 1
br-n2-c2 60.247 112.400   # SOURCE3 1
br-n2-n2 76.071 110.420   # SOURCE3 1
br-n2-o 74.480 114.470   # SOURCE3 1
br-n2-p2 82.651 111.030   # SOURCE3 1
br-n2-s 63.537 115.780   # SOURCE3 1
c1-n2-c1 77.425 121.100   # SOURCE3 1
c1-n2-c3 60.897 151.880   # SOURCE3 4 15.8282
c1-n2-cl 68.804 118.800   # SOURCE2 1
c1-n2-hn 52.343 126.500   # SOURCE2 3 7.6267
c1-n2-n2 97.203 113.400   # SOURCE3 1
c1-n2-o 99.262 113.590   # SOURCE3 1
c1-n2-p2 88.534 119.570   # SOURCE3 1
c1-n2-s 71.943 117.670   # SOURCE3 1
c2-n2-c2 73.202 118.180   # SOURCE3 1
c2-n2-c3 68.517 115.300   # SOURCE3 8 4.2940
c2-n2-ca 72.054 119.940   # SOURCE3 1
c2-n2-cl 70.470 112.640   # SOURCE3 1
c2-n2-f 90.773 108.140   # SOURCE3 1
c2-n2-hn 53.185 110.800   # SOURCE3_SOURCE5 419 0.5563
c2-n2-i 54.902 114.740   # SOURCE3 2 0.0139
c2-n2-n1 94.708 115.090   # HF/6-31G* 1
c2-n2-n2 98.476 103.590   # SOURCE3 2
c2-n2-n3 89.963 118.140   # SOURCE3 1
c2-n2-n4 78.566 112.220   # SOURCE3 3 0.0406
c2-n2-n 88.873 117.930   # SOURCE4_SOURCE5 32 1.2067
c2-n2-na 88.734 117.580   # SOURCE3 8 1.6671
c2-n2-nh 89.294 117.610   # SOURCE3 6 3.2642
c2-n2-no 86.019 118.020   # SOURCE3_SOURCE5 8 0.7772
c2-n2-o 94.405 116.940   # SOURCE3 1
c2-n2-oh 90.358 111.120   # SOURCE4_SOURCE5 59 1.2303
c2-n2-os 90.019 110.960   # SOURCE4_SOURCE5 46 1.0478
c2-n2-p2 88.774 116.000   # SOURCE3 1
c2-n2-p3 80.914 119.300   # SOURCE3 3 2.8489
c2-n2-p4 82.737 118.770   # SOURCE3 1
c2-n2-s4 70.138 112.290   # SOURCE3 1
c2-n2-s6 70.821 116.240   # SOURCE3 1
c2-n2-s 70.719 118.000   # SOURCE3 1
c2-n2-sh 64.926 115.480   # SOURCE3 1
c2-n2-ss 66.888 118.040   # SOURCE3 4 2.2804
c3-n2-c3 66.122 110.700   # SOURCE3 1
c3-n2-ca 68.205 115.050   # SOURCE4_SOURCE5 12 1.0676
c3-n2-ce 67.437 118.670   # CORR_SOURCE5 270 1.8559
c3-n2-cf 67.437 118.670   # CORR_SOURCE5 270 1.8559
c3-n2-hn 45.854 118.400   # SOURCE3 1
c3-n2-n1 86.587 116.100   # SOURCE4_SOURCE5 33 0.4557
c3-n2-n2 87.844 110.840   # SOURCE3_SOURCE5 20 1.2862
c3-n2-nh 86.138 109.990   # SOURCE3 1
c3-n2-o 88.263 112.400   # SOURCE2 1
c3-n2-p2 85.879 114.210   # SOURCE3 2 2.2772
c3-n2-s6 68.328 113.840   # SOURCE3 1
c3-n2-s 67.797 116.720   # SOURCE3 1
ca-n2-ca 73.899 112.200   # SOURCE3 1
ca-n2-hn 50.447 120.000   # SOURCE3 1
ca-n2-n2 93.256 113.530   # SOURCE3 1
ca-n2-o 93.893 116.000   # SOURCE2 1
ca-n2-p2 87.640 118.110   # SOURCE3 1
ca-n2-s 69.770 120.110   # SOURCE3 1
c-n2-c2 68.290 120.970   # SOURCE3 1
c-n2-c 64.555 123.800   # SOURCE3 1
c-n2-ca 67.993 120.500   # SOURCE3 1
cc-n2-cl 69.467 115.790   # CORR 2
cc-n2-hn 52.795 111.250   # CORR_SOURCE5 44 0.9238
cc-n2-na 91.793 109.240   # SOURCE4_SOURCE5 23 1.5921
cc-n2-nh 88.704 118.470   # SOURCE4_SOURCE5 13 1.7276
cd-n2-cl 69.467 115.790   # CORR 2
cd-n2-hn 52.795 111.250   # CORR_SOURCE5 44 0.9238
ce-n2-hn 52.954 111.000   # CORR_SOURCE5 129 0.3980
ce-n2-n 88.686 117.980   # CORR_SOURCE5 153 0.9604
ce-n2-nh 88.846 118.340   # CORR_SOURCE5 99 1.0308
ce-n2-o 96.153 112.160   # SOURCE3 1
ce-n2-oh 89.527 112.790   # CORR_SOURCE5 124 1.4261
ce-n2-os 89.131 112.790   # CORR_SOURCE5 58 1.1282
ce-n2-s 71.153 116.280   # SOURCE3 1
cf-n2-hn 52.942 111.050   # CORR_SOURCE5 5 0.7460
cf-n2-n 88.686 117.980   # CORR_SOURCE5 153 0.9604
cf-n2-nh 88.846 118.340   # CORR_SOURCE5 99 1.0308
cf-n2-o 96.153 112.160   # SOURCE3 1
cf-n2-oh 89.527 112.790   # CORR_SOURCE5 124 1.4261
cf-n2-os 89.131 112.790   # CORR_SOURCE5 58 1.1282
cf-n2-s 71.153 116.280   # SOURCE3 1
cl-n2-n1 90.032 108.700   # SOURCE2 1
cl-n2-n2 89.183 110.470   # SOURCE3 1
cl-n2-o 87.927 114.030   # SOURCE3 1
cl-n2-p2 93.146 112.980   # SOURCE3 1
cl-n2-s 72.639 115.770   # SOURCE3 1
cx-n2-n2 113.932 64.920   # SOURCE3 2
f-n2-n2 110.866 114.600   # SOURCE2 1
f-n2-o 114.530 110.100   # SOURCE2 1
f-n2-p2 113.300 107.100   # SOURCE3 1
f-n2-s 88.996 110.730   # SOURCE3 1
hn-n2-hn 38.294 120.000   # SOURCE3 1
hn-n2-n1 67.682 114.100   # SOURCE2 1
hn-n2-n2 69.032 105.010   # SOURCE3 19 1.5183
hn-n2-ne 67.706 108.560   # SOURCE3 29 5.5708
hn-n2-nf 67.706 108.560   # SOURCE3 29
hn-n2-o 70.317 107.370   # SOURCE3 1
hn-n2-p2 59.815 112.090   # SOURCE3 18 4.0663
hn-n2-p4 55.602 111.330   # SOURCE3 1
hn-n2-p5 57.476 122.340   # SOURCE3 1
hn-n2-pe 62.556 111.410   # SOURCE3 20 4.9895
hn-n2-pf 62.556 111.410   # SOURCE3 20
hn-n2-s2 47.686 115.800   # SOURCE2 1
hn-n2-s4 46.643 111.210   # SOURCE3 1
hn-n2-s 49.437 108.170   # SOURCE3 1
hn-n2-s6 48.367 111.170   # SOURCE3_SOURCE5 7 0.7012
i-n2-n2 69.513 111.790   # SOURCE3 1
i-n2-o 67.472 116.820   # SOURCE3 1
i-n2-p2 77.614 113.260   # SOURCE3 1
i-n2-s 59.644 116.850   # SOURCE3 1
n1-n2-n1 122.832 112.000   # HF/6-31G* 1
n2-n2-n1 95.438 180.000   # dac_for_azides 0
n2-n2-n2 120.662 109.490   # SOURCE3 2
n2-n2-n3 117.964 108.880   # SOURCE3 1
n2-n2-n4 101.207 106.450   # SOURCE3 1
n2-n2-na 114.285 112.230   # SOURCE3 1
n2-n2-nh 115.311 111.700   # SOURCE3 5 0.3475
n2-n2-no 114.147 105.970   # SOURCE3 1
n2-n2-o 122.449 110.430   # SOURCE3 1
n2-n2-oh 113.470 111.510   # SOURCE3 1
n2-n2-os 114.570 108.380   # SOURCE3 1
n2-n2-p2 114.892 109.150   # SOURCE3 1
n2-n2-p3 104.216 113.050   # SOURCE3 1
n2-n2-p4 103.768 118.770   # SOURCE3 1
n2-n2-p5 114.546 110.460   # SOURCE3 1
n2-n2-s4 90.072 107.300   # SOURCE3 1
n2-n2-s6 90.924 111.250   # SOURCE3 1
n2-n2-s 89.630 115.910   # SOURCE3 1
n2-n2-sh 83.010 111.100   # SOURCE3 1
n2-n2-ss 86.115 112.140   # SOURCE3 1
n3-n2-n3 112.191 115.070   # SOURCE3 1
n3-n2-o 117.213 114.000   # SOURCE2 1
n3-n2-p2 110.501 115.340   # SOURCE3 1
n3-n2-s 87.944 117.130   # SOURCE3 1
n4-n2-n4 92.222 106.700   # SOURCE3 1
n4-n2-o 99.103 112.200   # SOURCE3 1
n4-n2-p2 101.387 113.070   # SOURCE3 1
n4-n2-s 78.497 118.500   # SOURCE3 1
na-n2-na 113.061 107.000   # SOURCE3 1
na-n2-o 115.589 113.090   # SOURCE3 1
na-n2-p2 107.835 119.160   # SOURCE3 1
na-n2-s 86.691 118.260   # SOURCE3 1
ne-n2-nh 114.300 113.340   # CORR_SOURCE5 18 1.2157
ne-n2-o 122.270 110.310   # SOURCE3 1
ne-n2-s 89.426 116.220   # SOURCE3 1
nf-n2-nh 114.300 113.340   # CORR_SOURCE5 18 1.2157
nf-n2-o 122.270 110.310   # SOURCE3 1
nf-n2-s 89.426 116.220   # SOURCE3 1
nh-n2-nh 107.426 121.200   # SOURCE3 1
nh-n2-o 116.027 113.850   # SOURCE4_SOURCE5 33 1.0590
nh-n2-p2 108.341 118.830   # SOURCE3 2 0.1024
nh-n2-s 87.530 116.900   # SOURCE3 2 0.2276
n-n2-n2 116.779 108.160   # SOURCE4_SOURCE5 18 0.3340
n-n2-o 114.959 115.110   # SOURCE4_SOURCE5 85 0.2779
no-n2-no 109.483 103.700   # SOURCE3 1
no-n2-o 118.569 100.760   # SOURCE3 1
no-n2-p2 109.507 111.950   # SOURCE3 1
n-n2-p2 108.858 117.300   # SOURCE3 1
n-n2-s 87.790 115.740   # SOURCE3 1
oh-n2-oh 114.003 101.700   # SOURCE3 1
oh-n2-p2 109.132 115.110   # SOURCE3 1
oh-n2-s 86.961 116.080   # SOURCE3 1
o-n2-o 122.337 115.370   # SOURCE3 1
o-n2-oh 114.777 112.150   # SOURCE2 2 1.4500
o-n2-os 115.139 110.350   # SOURCE3 2 0.0042
o-n2-p2 112.237 116.080   # SOURCE3 1
o-n2-p3 104.358 113.430   # SOURCE3 1
o-n2-p4 107.967 110.610   # SOURCE3 1
o-n2-p5 116.129 109.110   # SOURCE3 1
o-n2-pe 107.813 134.560   # SOURCE3 1
o-n2-pf 107.813 134.560   # SOURCE3 1
o-n2-s4 90.054 108.910   # SOURCE3 1
o-n2-s6 91.703 111.340   # SOURCE3 1
o-n2-s 89.978 117.180   # SOURCE3 1
o-n2-sh 81.901 114.980   # SOURCE3 1
os-n2-os 108.669 110.290   # SOURCE3 1
os-n2-p2 111.268 110.200   # SOURCE3 1
o-n2-ss 85.259 115.770   # SOURCE3_SOURCE5 7 0.2342
os-n2-s 88.194 112.230   # SOURCE3 1
p2-n2-p2 113.183 116.800   # SOURCE3 1
p2-n2-p3 103.997 124.480   # SOURCE3 1
p2-n2-p4 103.837 128.370   # SOURCE3 1
p2-n2-p5 110.289 123.470   # SOURCE3 1
p2-n2-s4 89.884 112.100   # SOURCE3 1
p2-n2-s6 90.002 115.700   # SOURCE3 1
p2-n2-s 89.517 117.840   # SOURCE3 1
p2-n2-sh 83.828 118.450   # SOURCE3 1
p2-n2-ss 85.455 120.430   # SOURCE3 1
p3-n2-p3 101.430 120.400   # SOURCE3 1
p3-n2-s 83.445 120.860   # SOURCE3 1
p4-n2-s 81.102 131.840   # SOURCE3 1
p5-n2-p5 111.803 120.600   # SOURCE3 1
p5-n2-s 88.930 119.890   # SOURCE3 1
pe-n2-s 92.311 115.730   # SOURCE3 1
pf-n2-s 92.311 115.730   # SOURCE3 1
s4-n2-s4 67.822 119.180   # SOURCE3 1
s4-n2-s6 68.983 119.180   # SOURCE3 1
s6-n2-s6 70.275 119.180   # SOURCE3 1
sh-n2-sh 61.611 123.930   # SOURCE3 1
sh-n2-ss 63.026 123.930   # SOURCE3 1
s-n2-s 70.359 120.880   # SOURCE3 1
s-n2-s4 71.109 113.000   # SOURCE3 1
s-n2-s6 70.436 119.610   # SOURCE3 1
s-n2-sh 65.341 122.050   # SOURCE3 1
s-n2-ss 68.418 118.190   # SOURCE3 1
ss-n2-ss 64.662 123.930   # SOURCE3 1
br-n3-br 67.124 107.150   # SOURCE3 1
br-n3-c3 63.925 106.930   # SOURCE3 2
c1-n3-c1 68.156 123.340   # SOURCE3 1
c1-n3-f 91.888 104.700   # SOURCE2 1
c1-n3-hn 50.216 114.780   # SOURCE3_SOURCE5 7 0.4776
c1-n3-o 89.192 116.630   # SOURCE3 1
c2-n3-c2 68.168 124.680   # SOURCE3 1
c2-n3-hn 49.470 119.380   # SOURCE3 1
c3-n3-c3 65.697 112.350   # SOURCE3_SOURCE5 10425 1.3688
c3-n3-cl 72.005 107.230   # SOURCE3 3 0.3673
c3-n3-cx 64.536 116.000   # SOURCE4_SOURCE5 93 0.9654
c3-n3-cy 63.919 117.550   # SOURCE4_SOURCE5 52 1.6649
c3-n3-f 88.810 103.130   # SOURCE3 2
c3-n3-hn 47.782 109.290   # SOURCE3_SOURCE5 6742 0.6614
c3-n3-i 60.375 108.480   # SOURCE3 2
c3-n3-n2 83.514 118.750   # SOURCE2 2 2.6500
c3-n3-n3 83.494 110.800   # SOURCE3_SOURCE5 91 1.4698
c3-n3-n4 84.250 109.650   # SOURCE3 3 0.1146
c3-n3-n 84.170 111.710   # SOURCE4_SOURCE5 108 1.7154
c3-n3-nh 83.840 111.770   # SOURCE4_SOURCE5 54 1.2232
c3-n3-no 82.437 116.930   # SOURCE3_SOURCE5 25 0.8475
c3-n3-o 86.116 113.310   # SOURCE3 5 8.9081
c3-n3-oh 85.913 106.490   # SOURCE4_SOURCE5 51 1.1723
c3-n3-os 85.469 105.800   # SOURCE4_SOURCE5 28 1.5996
c3-n3-p3 79.872 119.670   # SOURCE3_SOURCE5 17 1.9089
c3-n3-p5 81.775 119.860   # SOURCE4_SOURCE5 188 2.0452
c3-n3-s4 62.997 114.490   # SOURCE3_SOURCE5 8 1.8120
c3-n3-s6 64.550 116.550   # SOURCE4_SOURCE5 179 1.8765
c3-n3-s 63.268 110.020   # SOURCE3 1
c3-n3-sh 63.898 112.700   # SOURCE3 1
c3-n3-ss 63.312 116.250   # SOURCE3_SOURCE5 14 1.9512
c3-n3-sy 64.295 115.250   # SOURCE4_SOURCE5 250 1.7586
cl-n3-cl 80.378 108.280   # SOURCE3 1
cl-n3-hn 48.266 104.390   # SOURCE3 2
cl-n3-n3 90.354 107.650   # SOURCE3 1
cx-n3-cx 89.029 60.730   # SOURCE4_SOURCE5 147 0.2518
cx-n3-hn 47.500 109.830   # SOURCE4_SOURCE5 76 0.6684
cx-n3-p5 81.827 119.410   # SOURCE4_SOURCE5 173 1.2386
cx-n3-py 80.259 121.750   # SOURCE4_SOURCE5 20 1.0295
cy-n3-cy 72.263 91.110   # SOURCE4_SOURCE5 36 0.9119
cy-n3-hn 47.059 110.670   # SOURCE4_SOURCE5 48 0.9592
f-n3-f 115.777 102.220   # SOURCE2 4 0.7562
f-n3-hn 65.935 99.800   # SOURCE2 1
hn-n3-hn 40.828 106.400   # SOURCE3_SOURCE5 2019 0.9777
hn-n3-i 36.749 109.980   # SOURCE3 2
hn-n3-n1 64.085 110.170   # HF/6-31G* 1
hn-n3-n2 63.293 115.940   # SOURCE3 1
hn-n3-n3 61.180 107.680   # SOURCE3_SOURCE5 107 1.7630
